sentence	provenance	convention
from this standpoint, mediation is a value in itself, or rather, in the conceptual framework employed here, a specific status of which each actor is liable to take advantage when \'putting people in contact\', \'making connections\', thereby helping to \'construct networks\'.	justification	project
but let us be quite clear.	justification	project
entertaining the hypothesis that we are witnessing the formation of a new city, where the tests that matter involve constructing or loosening connections in a network world, obviously does not mean that the establishment of networks represents a radical new departure.	justification	project
but it is as if we had to wait until the last third of the twentieth century for the activity of mediating, the art of making and using the most diverse and remote kinds of connection, to be autonomized separated from the other forms of activity it had hitherto been bound up with and identified and valued for itself.	justification	project
principle of judgement and hierarchy of beings in the projective city according to the grammar employed by us, the <common superior principle> is the principle in accordance with which acts, things and persons are judged in a given city.	justification	project
the <decline of the city>, like the <condition of little person>, refers to situations where behavior is deemed unsatisfactory by the city\'s values.	justification	project
but it also makes reference to general configurations which, while claiming to be inspired by the relevant status, fall down in such fundamental aspects that they embody nothing but a perverted status.	justification	project
if the <condition of little person> in the new city applies to bad (individual) behaviour in a world of projects, the <decline of the city> involves unsatisfactory rhizomorphous forms, \'bad networks\'.	justification	project
the description of what counts in this world is based on categories of things the <repertoire of objects and mechanisms> of human beings.	justification	project
the <repertoire of subjects> or of verbs <the natural relations between beings> referring to figures, objects and modes of relations, specific to a " given form of status.	justification	project
activity, projects, extension of the network, proliferation of connections <common superior principle> in a projective city, the general equivalent what the status of persons and things is measured by is activity.	justification	project
but in contrast to what we observe in the industrial city, where activity merges with work and the active are quintessentially those who have stable, productive waged work, activity in the projective city surmounts the oppositions between work and non work, the stable and the unstable, wage earning class and non wage earning class, paid work and voluntary work, that which may be assessed in terms of productivity and that which, not being measurable, eludes calculable assessment.	justification	project
management authors take up the idea floated by their english colleague charles handy, in his book the age of unreason, when he proposes to replace the traditional notion of a job by the concept of a portfolio of activities that everyone manages for themselves.	justification	project
at least five categories of work are listed: waged work, remunerated in line with the time spent on it; work for oneself, remunerated by the results obtained; domestic work, performed for the upkeep and maintenance of a home; voluntary work, performed for charitable organizations, the community, friends, family, or neighbours; educational work, which makes it possible to learn, to develop skills, to read, and to educate oneself.	justification	project
(aubrey, 1994).	justification	project
the suggestion is to avoid being dependent on a single category, especially the first, given that after the age of forty many people will have to reconstruct their portfolio completely.	justification	project
\'[simultaneous] development of all the categories in the portfolio\' is therefore indicated: \'thanks to the multiplicity of clients, work for fees offers a certain guarantee of activity.	justification	project
self educational work helps improve the chances of remaining active and voluntary work makes it possible to construct social networks outside work, to participate actively in progress towards a better world and to transmit wisdom to others\' (aubrey, 1994).	justification	project
activity aims to generate projects, or to achieve integration into projects initiated by others.	justification	project
but the project does not exist outside of the encounter (not being integrated once and for all into an institution or environment, it presents itself as an action to be performed, not as something that is already there).	justification	project
hence the activity par excellence is integrating oneself into networks and exploring them, so as to put an end to isolation, and have opportunities for meeting people or associating with things proximity to which is liable to generate a project.	justification	project
activity expresses itself in the multiplicity of projects of all kinds that may be pursued concurrently and which, no what matter what happens, must be elaborated successively, since the project represents a transient mechanism in this logi\'c.	justification	project
life is conceived as a succession of projects; and the more they differ from one another, the more valuable they are.	justification	project
characterization of these projects according to categories that are apposite in other cities (whether familial, affective, educative, artistic, religious, charitable, etc.	justification	project
), and above all their classification according to the distinction between that which pertains to leisure and that which relates to work, is not what matters in this city\'s logic, except in a very subsidiary fashion.	justification	project
what matters is to develop activity that is to say, never to be short of a project, bereft of an idea, always to have something in mind, in the pipeline, with other people whom one meets out of a desire to do something.	justification	project
when they engage in a project, everyone concerned knows that the undertaking to which they are about to contribute is destined to last not a limited period of time that it not only can, but must, come to an end.	justification	project
the prospect of an inevitable, desirable endpoint thus accompanies engagement without affecting enthusiasm.	justification	project
this is why engagement is conceived as voluntary.	justification	project
having the option not to engage in a given project, and hence choice over one\'s projects, is a condition for the city\'s harmonious functioning; and this condition is guaranteed by the multiple activities everyone develops.	justification	project
furthermore, awareness that the project will come to an end is accompanied by the hope that a new project will follow, that it is already in gestation in the fabric of current connections, even if it is not yet known what form it will take.	justification	project
accordingly, tension between the requisite commitment and the indicated outcome appears surmountable.	justification	project
anything can attain the status of a project, including ventures hostile to capitalism.	justification	project
describing every accomplishment with a nominal grammar that is the grammar of the project erases the differences between a capitalist project and a humdrum creation (a sunday club).	justification	project
capitalism and anti capitalist critique alike are masked.	justification	project
utterly different things can be assimilated to the term \'project\': opening a new factory, closing one, carrying out art engineering project, putting on a play.	justification	project
each of them is a project, and they all involve the same heroism.	justification	project
this is one of the ways in which the projective city can win over forces hostile to capitalism: by proposing a grammar that transcends it, which they in turn will use to describe their own activity while remaining oblivious of the fact that capitalism, too, can slip into it.	justification	project
it is precisely because the project is a transient form that it is adjusted to a network world: by multiplying connections and proliferating links, the succession of projects has the effect of extending networks.	justification	project
the extension of the network is life itself, whereas any halt to its extension is comparable to death: \'the network spontaneously tends to develop, but it is constantly threatened by the risks of internal ossification or degeneration that can result in death, which might consist in its transformation into a pyramidal organization\' (landier, 1991).	justification	project
those without a project who no longer explore networks are threatened with exclusion that is to say, in effect, with death in a reticular universe.	justification	project
they risk not finding a way to attach themselves to projects, and ceasing to exist.	justification	project
the development if oneself and one\'s employability (\'being the agent of one\'s own evolution, taking control of one\'s future\' [le saget, 1994]), which is the long term personal project underlying all the others, will not be successfully accomplished.	justification	project
connection <natural relations between beings> connecting, communicating, co ordinating, adjusting to others, trusting in a connexionist world, a natural preoccupation of human beings is the desire to connect with others, to make contact, to make connections, so as not to remain isolated.	justification	project
to succeed, they must trust and be trusted, know how to communicate discuss openly, and also be capable of adjusting to other people and situations\' depending on what the latter demand of them, without being held back; timidity, rigidity or mistrust.	justification	project
this is the price of co ordinating themselves in mechanisms and projects.	justification	project
engagei, engaging, mobile <condition of great man> enthusiastic, involved, flexible, adaptable, versatile, having potential, employable, autonomous, not prescriptive, knows how to engage others, in touch, tolerant, employability (providing) knowing how to engage in a project, to get fully involved in, it, is the mark of the <condition of great man>.	justification	project
to engage, one must be capable of enthusiasm.	justification	project
furthermore, given that the project is a complex, uncertain process, which cannot be confined within the limits of invariably incomplete contracts, one must know how to trust those with whom connections are formed connections that are destined to develop as the project develops.	justification	project
but since projects are by their very nature temporary, the ability to disengage from a project in order to be available for new connections counts as much as the capacity for engagement, even at the peak of engagement, enthusiasm, involvement in a project, people at ease in a network world remain \'adaptable, physically and intellectually mobile!	justification	project
(hec, 1994), prepared for change and capable of new investments, in order to increase their \'ability to respond to a changing world\' (crozier and serieyx, 1994).	justification	project
far from being attached to an occupation or clinging to a qualification, the great man proves adaptable and flexible, able to switch from one situation to a very different one, and adjust to it; and versatile, capable of changing activity or tools, depending on the nature of the relationship entered into with others or with objects, it is precisely this adaptability and versatility that make him employable that is to say, in the world of firms, in a position to attach himself to new projects.	justification	project
flexibility and adaptability here are qualities that do not derive from obedience.	justification	project
the great man in a connexionist world is active and autonomous.	justification	project
he is \'his own leader, leader in his relations with those above and those below, leader in his networks\' (serieyx, 1993).	justification	project
the great man in the projective city retains the initiative in his projects, and knows how to take nsks in order to make connections, to be forever making new contacts that are full of possibilities: \'thus, the idea of a link seems to pros rather like a vein or seam to exploit, in tile manner of a gold prospecter, you never quite know what is at the end of it.	justification	project
it is sometimes necessary to turn round and go back, give up en route, go and look elsewhere\' (bellenger, 1992).	justification	project
always on the lookout, great men refuse to be impeded by rigid plans, for to follow such plans could result in squandering the opportunity for interesting connections.	justification	project
plans and strategies would diminish their capacity for local action.	justification	project
7 but they know how to take full .	justification	project
advantage of each situation in its uniqueness.	justification	project
for the same reasons they appear spontaneous, in contrast to strategists, whose manoeuvres are overly conspicuous, and frighten people.	justification	project
they know how to locate sources of information (\'being a radar\' [bellenger, 1992]), and to select between connections with a lot of new potential and those that revert to routine existing links.	justification	project
they are capable of optimizing the use they make of their scarcest resource time by selecting their relationships with discrimination and, in particular, by avoiding linking up with people who occupy kindred positions, and are thus likely to contribute superfluous information and connections: \'given that one can\'t do everything, what should one concentrate on?	justification	project
this is a question pros are familiar with\' (bellenger, 1992).	justification	project
in this city, the great man is a \'plunderer of ideas\' (serieyx, 1993).	justification	project
for that, he must possess intuition and talent (in the sense in which we speak of an artist\'s talent).	justification	project
he \'scans the world around him in search of novel signs\' (sicard, 1994), and knows how to anticipate, sense, sniff out the links worth pursuing.	justification	project
this is to say that in a network world there is a close correlation between the importance of social capital and of information capital.	justification	project
information is at once the result and the condition of multiplying connections, so that inequalities of information are cumulative.	justification	project
to succeed in discovering good connections, such information must be integrated into a representation of the universe to be explored.	justification	project
in a network world, however, there can be no question of an overarching representation.	justification	project
useful representations are local, singular, circumstantial, able to be deployed from one person to the next, and bound up with a kind of knowledge deriving from personal experience.	justification	project
but those of high status in the projective city do not merely identify connections.	justification	project
they must also show themselves capable of becoming established in them, by forging links that last as long as is necessary.	justification	project
given that links presuppose the engagement of at least two people, they must avoid being rejected; on the contrary, they must attract the attention and sympathy of others interest them.	justification	project
to this end they must not be timid, or which boils down to the same thing so proud as not to take the first step for fear of rejection.	justification	project
they write to people in the public eye to express their admiration and request advice or a meeting.	justification	project
they regard everyone as contact able and any contact as possible and natural; they treat well known and obscure people in identical fashion.	justification	project
they tend to ignore the differences between separate spheres for example, the private, professional, and media, etc.	justification	project
, universes.	justification	project
for them the world is a network of potential connections.	justification	project
in respect of links, it\'s all one.	justification	project
the great man in the projective city is not a nowhere man.	justification	project
at ease where he finds himself, he also knows how to be local.	justification	project
in fact, since the network has no overarching representation, actions in it are always embedded in the contingency of a present situation.	justification	project
10 to adapt to the situations that crop up, while preserving something unfamiliar that makes him interesting, connexionist man relies on his communication skills, his convivial temperament, his open and inquiring mind.	justification	project
but he knows also how to give of himself, to be there as and when appropriate, to exploit his presence in personal relations, in face to face encounters: he is always available, even tempered, self assured without being arrogant, familiar without overstepping the limits, obliging, with more to offer than he expects in return.	justification	project
without his demanding information or going in search of it, others give him the information he needs.	justification	project
he knows how to listen, to give answers that are to the point, to echo people, to ask good questions.	justification	project
as bellenger (1992) develops the point, he possesses \'a strategy for conducting relationships, a kind of self monitoring that results in an aptitude for producing signs which can facilitate contacts\'.	justification	project
he knows how to \'be attentive to others in order to identify signs that will make it possible to intervene advisedly in uncertain situations\'; he possesses \'the ability to control and alter se!f presentation, which can extend to a capacity for improvizing appropriately, even for "lying without qualms" if necessary\', as well as the \'desire and ability to adjust his own actions with ease, in order to adapt to different people\'.	justification	project
great men, past masters when it comes to self monitoring, know how to judge \'other people\'s emotional states more lucidly and are perceived in their turn as more friendly, open, less uneasy, less anxious, less nervous in their relationships\'.	justification	project
basically, they have \'a good manner with people .	justification	project
.	justification	project
.	justification	project
[an] adroitness in the way they conduct themselves in the world, in making connections, in acting in such a way as to get what they want\' (bellenger, 1992).	justification	project
they also possess \'charm\', in the sense that they depart from the stereotyped image one might have had of them before getting to know them.	justification	project
they make it clear (without this being attributable to strategy or calculation) that they are not reducible to the statutory properties defining them in their curriculum vitae.	justification	project
face to face, they are real people, in the sense that, far from mechanically performing their social roles \' in the way a programme is executed they know how to step back and deviate from their role, which makes them captivating.	justification	project
but these qualities do not suffice to define the condition of great man, because they can be employed in opportunistic fashion, as part of a purely individual strategy for success.	justification	project
in the logic of the city, the great are not only those who excel at exploiting the specific resources connected with a world, but also those who place the capacities disclosed in tests at the service of the common good.	justification	project
that is to say: in the projective city they are not only those who know how to engage, but also those who are able to engage others, to offer involvement, to make it desirable to follow them, because they inspire trust, they are charismatic, their vision generates enthusiasm.	justification	project
all these qualities make them leaders of teams that they manage not in authoritarian fashion, but by listening to others, with tolerance, recognizing and respecting differences.	justification	project
they are not (hierarchical) bosses, but integrators, facilitators, an inspiration, unifiers of energies, enhancers of life, meaning and autonomy.	justification	project
the team trusts them inasmuch as they prove to be connectors, vectors, who do not keep the information or contacts gleaned in networks to themselves, but redistribute them among the team members.	justification	project
\'tomorrow\'s manager must ensure that information is shared, that it irrigates the firm thoroughly\' (le saget, 1994).	justification	project
in such a context, everyone can \'constantly and increasingly improve their employability, both through these technical skills and their ability for teamwork, even and especially when these teams are flexible, neural, and rarely made up of the same individuals\' (lemaire, 1994).	justification	project
the project head thus provides employability, and develops for others \'in the firm a network of personal relations that they can count on in the event of unforeseen problems\' (landier, 1991).	justification	project
in this way, \'employability [can be guaranteed] that is to say, a level of skills and flexibility allowing each individual to find a new job inside or outside the firm\' (aubrey, 1993); employability is thus \'a gift in return from the firm to individuals who are aware of their responsibilities in it\' (aubrey, 1994).	justification	project
mediator, project head <repertoire of subjects> coach, expert, customer, supplier, innovator if everyone possesses the capacity to relate, and thus to constitute a link in a network, some people realize this potential in their person in exemplary fashion.	justification	project
in very general terms, this is true of all those who, playing an active role in the expansion and animation of networks, act as mediators, whether characterized as strategic brokers able to \'make strategic exchanges outside of hierarchy and boundaries\' (aubrey, 1994), as partners of the third kind (archier et al, 1989), or as tangential contributors.	justification	project
they possess the art of reconciling opposites, and know how to bring very different people together, and put them in contact.	justification	project
such are, in the first instance, project heads, \'managers\' (in contrast to the old cadres), but also coaches, who stimulate, support the development of managers and practise \'the art of delivering minds\' (aubrey, 1990).	justification	project
but such equally are customers, suppliers and subcontractors when they enter into relations of partnership.	justification	project
these innovators have scientists, and especially artists, as their models.	justification	project
\'the informal network.	justification	project
is the preferred organizational mode of writers, scientific researchers and musicians, who develop in domains where knowledge is highly specialized, creative and personalized\' (aubrey, 1990).	justification	project
the intuitive manager, like the artist, \'is accompanied by disorder\' (le saget, 1992), is \'in a permanent state of alert and doubt\' (vincent, 1990) and \'at ease in situations\' (archier et al, 1989).	justification	project
but the intuitive manager, the source of inspiration and the coach are not the only models of excellence.	justification	project
we saw in chapter 1 that another figure also lives on the expert, whose \'leadership\' is \'based upon competence and intelligence\' (arpin, 1994), on a \'highly specialized, creative and personalized knowledge\' (aubrey, 1994).	justification	project
experts also enjoy high status in the projective city because their competence, which is indispensable, is composed not of standardized knowledge but of personal, integrated knowledge.	justification	project
it is the fruit of past experience that is to say, of multiple connections, particularly with others possessing specific knowledge, formed during earlier projects, of which they preserve the memory.	justification	project
dispensing with experts would require being in a position to repeat their careers.	justification	project
experts are consulted.	justification	project
but their image is less heroic than that of the project head, because they are deemed less adaptable.	justification	project
the project head is precisely the one who proves capable of making connections between very different zones of expertise.	justification	project
what all these exceptional beings have in common is that they are in a position to explore the links with the richest opportunities, those that will extend the network furthest, which are defined largely by the distance they surmount.	justification	project
not all links are of equivalent worth.	justification	project
the status of a connection depends upon the extent to which it has established a mediation that makes it possible to abolish distance.	justification	project
in so doing, creators of links temporarily find themselves in the position of keyholder, since all those who in turn want to cross the boundaries they have traversed will, for a certain period of time, have to go through them.	justification	project
the most interesting links often consist, in fact, in crossing zones where there were few, if any, mediations (structural holes, in the terminology of ronald burt).	justification	project
this distance, the crossing 0 r gradual reduction of which defines the quality of the links created, can be referred to in different ways.	justification	project
it can be referred to in temporal terms, when old, dormant connections are reactivated.	justification	project
it can be alluded to in partial terms, whenever there is co ordination in real time with others who are spatially distant (\'[t]he starting point will be to ignore geographical distances\' [fapscott and caston, 1994]) particularly by taking full advantage of modern means of communication (the internet) as we see in the example of the \'global laboratory\', which is not geographically located and allows researchers in the same discipline, but scattered throughout the \'world, to collaborate in solving the same problem.	justification	project
1g and above all, it can be evoked in institutional or social terms, when the beings between whom some transfer is established, and who are proximate in space and time, were hitherto separated by boundaries isolating institutions, disciplines, domains, or (in pierre bourdieu\'s terminology) fields from one another.	justification	project
the forms in which a distance is overcome define different ways of possessing high status.	justification	project
thus, whereas the expert is above all rich in links of the first (temporal) or second (spatial) types, the prq/ect head or source ~f inspiration excels in establishing connections between domains or fields: he establishes collaboration between people from different disciplines or professions, belonging to various departments, institutions or firms, and brings together, for example, two experts each of whom has experience, but in different domains.	justification	project
in a network world, where the more unpredictable and remote connections are, the more likely they are to prove profitable, the class habitus, on which the spontaneous convergence of tastes relies in predominantly domestic social orders, is no longer a sufficient support for intuition or flair on the contrary, the great man is he who establishes links between beings who are not only removed from one another, located in different universes, but also distant from his social background and the circle of his immediate relations, this is why, unlike the old bourgeois society, a capitalism that incorporates connexionist justifications accepts those who, thanks to a rather erratic career path (at least in their youth), have a fund of experience and are acquainted with several worlds, endowing them with considerable adaptability.	justification	project
the verdict delivered on the quality of a link does not take into account only the distance that it has made it possible to bridge that is to say, its ex ante probability (less likely links being more prized than very likely ones).	justification	project
it also takes account of the degree to which the link, once established, has proved fruitful ex post, in the sense that its result is to refocus and extend the network by prompting the emergence of new links.	justification	project
in this way, we can distinguish between (a) links that are highly probable but largely unproductive, such as those established between the members of a clique, where the connections are compact and within everyone\'s reach, but define a self enclosed set; (b) very probable but nevertheless productive links, in the sense that they open on to the outside world, such as the links that popularizers or journalists make; (c) links that are very unlikely but also very unproductive, such as those established by the misunderstood forerunner or, worse, the crank or madman who, finding no one to follow him, cannot operate as a key holder; and finally (d) links that are simultaneously unlikely and highly productive, which create the status of the innovator or audacious project head.	justification	project
all the instruments of connection <repertoire of objects and mechanisms> new technologies, informal relations, relations of trust, partnership, agreements, alliances, subcontracting, networks of firms, network firms, link, loop, synapses, neurons, projects in a world where the principal operation is establishing connections, it is thus normal to find a marked presence of new communication technologies based on computer science (internet, interfaces, etc.	justification	project
).	justification	project
the characteristics of our corpus, composed exclusively of management texts, certainly entail an overrepresentation of instruments of industrial dimensions, to the detriment of more familiar devices for making contact (such as visiting cards or address books).	justification	project
numerous in the domestic world, such objects are reinterpreted in other contexts, so that they can take their place in the connexionist world of the projective city.	justification	project
the same may be said of the mechanisms, primarily entrepreneurial mechanisms here (subcontracting, flexible organization, out sourcing, autonomous units, franchises), which characterize the postmodern, \'re engineered\', network, firm.	justification	project
the descriptive terminology of the connexionist world is pulled in two different directions: either towards a thematic of action without a subject, where the only entity that counts is the network, where what occurs is of the anonymous order of the id, of selforganization (,the organization increases its capacity for self organization\' [crozier and serieyx, 1994]); or towards a neopersonalism, which emphasizes not the system, but human beings in search of meaning.	justification	project
this second orientation is dominant because it is on it that the normative, ethical dimension of the projective city largely rests.	justification	project
hence the importance accorded to face to face relations, to taking responsibility, to trust, to situations experienced in common, to giving one\'s word (which is worth all the contracts in the world), to mutual aid, to co operation in establishing partnerships, in setting up projects, in constructing networks: \'trust is established in time through the consolidation of behaviour involving reciprocal understanding, through a whole learning process\' (weiss, 1994).	justification	project
given that what matters most is intangible, impalpable, informal a term that characterizes both relations and the rules of the game, which are invented as one goes along the most appropriate organizational mechanisms are thus likewise interpersonal.	justification	project
in numerous texts, these two dimensions the systemic and the personalist overlap to a great extent.	justification	project
the general nature of the rhizomorphous form is declined by means of different metaphors, which refer either, in traditional fashion, to weaving (stitch, loop, knot); or to the devices in which fluids circulate (flow, oil pipeline, channel, electric cables); or, in more modern fashion, to the biology of the brain (synapses, neurons, etc.	justification	project
).	justification	project
this last register is employed in particular to emphasize the autonomy and even the volition of the network, which is stronger than that of the beings immersed in it, and whose properties are then described in the language of selforganization, self regulation, and spontaneous morphogenesis.	justification	project
finally, the project is indeed the central mechanism of the city that bears its name.	justification	project
it \'has at its disposal unity of time, but not unity of place.	justification	project
it must optimize internal resources, compare them with external resources, and make the best use of experts organized in network structures\' (hec, 1994).	justification	project
unemployable <condition of little person> unadaptable, does not inspire confidence, authoritarian, rigid, intolerant, immobile, local, rooted, attached, status (has one), security (prefers) in a projective city, the little people are those who cannot be engaged, who are not employable on a project, or who prove incapable of changing projects.	justification	project
different grounds for non engagement identify different types of little person.	justification	project
given that trust and relational qualities are the cement of projects, the unemployable ones are those who do not know how to inspire trust, or cannot be trusted because they do not deliver what is expected of them, or do not circulate the information they possess and are \'out for themselves\' which is a form of dishonesty in their engagement (opportunism).	justification	project
the basic rule is \'reciprocity: the best intentioned are discouraged if they receive nothing in exchange for what they have given.	justification	project
anyone who retains information that could be useful to others to himself is a killer of networks\' (orgogozo, 1991).	justification	project
likewise inferior are those who do not know how to communicate, because they are impervious or have fixed ideas, are authoritarian and intolerant, making them incapable if compromise.	justification	project
they resemble all \'the office "miseries", the sullen types, the individualists who withdraw into themselves, never go out, don\'t participate in the end of year drinks, shun cocktails, return to the hotel pronto, and plant themselves in front of the tele, that absolute "network killer\'" (bellenger, 1992).	justification	project
rigidity, which, as the converse of flexibility, in this world constitutes the main failing of little people, can have different origins.	justification	project
it can derive from attachment to a single project that it is impossible to let go of when a new project comes along; or from attachment to a place which, by rendering them immobile and rooting them in what is local, confines little people to the existing circle of links, and prevents them making new connections.	justification	project
finally, its origin can be found in a preference for security even at the expense of autonomy.	justification	project
thus, in a projective city someone who has a status is not mobile.	justification	project
someone who has a status knows what to expect from life: what their duties are (what is expected of them) and what their rights are (what they can expect of others).	justification	project
if the disadvantages attaching to a status stem principally from the limits it imposes on people\'s activities, in the logic of the projective city statutory advantages are suspected of concealing injustices.	justification	project
for by establishing people in a situation of continuity, they make it possible to avoid the quintessential tests represented by the moments of transition from one project to another.	justification	project
closure of the network <decline of the city> corruption, privileges, buddy buddy relationships, mafia the city falls when the network is no longer extended and, closing in on itself, benefits some people, but no longer serves the public good.	justification	project
this is the case when the networker keeps information to himself, weaves connections in secret, unbeknownst to his team, in order not to share the links he has established and retain the benefits for himself, avoiding a situation where others can pursue them without going through him (\'the most important adaptive function of a network consists in absorbing and redistributing information\' [landier, 1991]).	justification	project
this monopolistic conduct leads fairly rapidly to the closure of the network on itself for two reasons.	justification	project
on the one hand, the activity of the networker, who acts alone and without others knowing it, is rather quickly restricted by his availability in time.	justification	project
on the other hand, maintaining his connections exclusively for himself, he has no incentive to construct new ones unlike the major mediator of the projective city who, redistributing his links to place them in the service of the common good, must incessantly discover new contacts, and thus extend the network, in order to retain the comparative advantage on which his high status depends.	justification	project
closed networks permit privileges.	justification	project
in them the tests of connections are distorted: they are \'networks of privileges\' that encourage \'string pulling\', which predominantly benefit the members of corporate bodies closed in on themselves, to the detriment of others who are in fact better endowed with connexionist skills.	justification	project
this is the case with large bodies: \'for large bodies are today anti networks inasmuch as they exercise authority over their members in order to further their own objectives\' (bellenger, 1992).	justification	project
closed networks that call a halt to their own extension, and which are appropriated for the exclusive benefit of \'those who are in on them\', are also dangerous: \'it would be a mistake to think that every network automatically favours enterprise and development, as is clearly indicated by the dramatic events marking italy\'s attempts to restructure an economy engulfed by networks of corruption.	justification	project
it is important to sweep away the networks of "buddies", bureaucracy or corruption that obstruct the path of progress\' (aubrey, 1994).	justification	project
forms of justice in the projective city the elements of grammar we ha\\\'e just laid out clarify the principle of equivalence on which the projective city is based, and the way it can be employed to characterize persons and things, and to define the conditions of great man or little person.	justification	project
but we also know that in order to be robust in the face of critiques based on a sense of what is just, this specific order must be geared towards the common good, and submit to a certain number of constraints.	justification	project
we have already seen that great men are not only versatile, engaged and mobile themselves, but that they cause others to benefit from these qualities by striving to advance their employability at the same time as they develop their own.	justification	project
they do not keep what they garner via their connections for themselves, with the result that the good network remains open and expands continuously, to the maximum benefit of all.	justification	project
the <status relation> specifies precisely the nature of the relations between great and little people and, in particular, the way in which the <condition of great man>, because it contributes to the common good, contains the <condition of little person>.	justification	project
in the civic city, for example, it is via political representation that the great man, elected by universal suffrage, represents all the little people.	justification	project
